Cena,Kaucja,Powierzchnia,Liczba pokoi,Rodzaj zabudowy,Piętro,Okna,Ogrzewanie,Stan wykończenia,φ,λ,Czynsz - dodatkowo,Liczba pięter,Materiał budynku,Rok budowy,Czas dojazdu do centrum
3300,3.0,60.0,2,apartamentowiec,1,plastikowe,,,52.223541600000004,21.0190169,,6.0,cegła,2011.0,18.0
3700,3700.0,63.0,3,apartamentowiec,> 10,plastikowe,miejskie,,52.233912700000005,21.081605300000003,,16.0,beton,2019.0,33.0
2300,2300.0,23.0,1,apartamentowiec,2,plastikowe,,do zamieszkania,52.23216626047864,20.979603713989263,100.0,11.0,,2018.0,21.0
2590,,40.0,1,apartamentowiec,1,,,do zamieszkania,52.25435595,20.99163613,,4.0,,2012.0,24.0
2799,,70.0,więcej niż 10,,1,,,,52.222390000000004,21.084139999999998,,3.0,,1980.0,30.0
2600,2600.0,57.0,3,blok,4,plastikowe,miejskie,do zamieszkania,52.2056604,21.0376758,,4.0,,1968.0,25.0
4700,,84.0,3,apartamentowiec,4,,miejskie,,52.20883,21.00271,,7.0,cegła,2008.0,23.0
3000,,88.0,3,apartamentowiec,9,,miejskie,,52.1819,21.0264,,17.0,,2000.0,27.0
2400,,50.0,2,apartamentowiec,5,,miejskie,,52.2374,20.986,,6.0,,2010.0,24.0
2200,,55.0,2,kamienica,1,,miejskie,,52.2431,20.9824,,4.0,cegła,1955.0,29.0
6000,,78.0,3,apartamentowiec,4,,,,,,,4.0,,,
6500,,120.0,3,apartamentowiec,4,,miejskie,do zamieszkania,52.20183,20.97919,500.0,10.0,,1990.0,28.0
20000,,260.0,5,apartamentowiec,7,drewniane,miejskie,do zamieszkania,52.198672742594994,21.010573259277344,,7.0,cegła,2000.0,21.0
3199,,44.0,2,apartamentowiec,4,,miejskie,do zamieszkania,52.21264855,21.01976666,1.0,10.0,,2006.0,17.0
3800,,75.0,3,apartamentowiec,1,,,do zamieszkania,52.2700158,20.975298199999997,,6.0,,2006.0,27.0
2500,2500.0,45.0,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2848995,20.9288291,1.0,8.0,,2016.0,37.0
3200,,62.0,3,,2,,,,,,,10.0,,1975.0,
2999,,56.0,2,kamienica,parter,,,,52.20538079999999,21.013622899999998,,4.0,,1960.0,25.0
1700,,17.0,1,,4,,,,,,,5.0,,1980.0,
3000,,94.0,3,blok,2,plastikowe,miejskie,do zamieszkania,52.131597524100364,21.05896374492188,1.0,5.0,cegła,2005.0,42.0
4999,,102.0,4,,> 10,plastikowe,,,52.193545,21.0597,,13.0,,2012.0,35.0
6000,,134.0,4,apartamentowiec,8,,,,,,,16.0,,1999.0,
2699,,45.0,2,apartamentowiec,2,drewniane,miejskie,,,,,6.0,,2015.0,
2600,2600.0,46.0,2,,7,drewniane,,,52.2268,20.935660000000002,,7.0,cegła,2015.0,28.0
5550,,99.0,3,kamienica,4,,,,52.222475,21.01975,1500.0,6.0,,,18.0
4890,,95.0,3,apartamentowiec,1,drewniane,miejskie,,52.1610908,21.0887618,,3.0,cegła,2012.0,51.0
2900,,49.0,3,blok,5,,miejskie,,52.2303,20.95199,,8.0,,2004.0,21.0
7000,,125.0,3,apartamentowiec,> 10,,,do zamieszkania,52.233837799999996,21.1133979,,25.0,,2018.0,36.0
9000,,160.0,4,apartamentowiec,5,,miejskie,do zamieszkania,52.1935326,21.010492499999998,,5.0,,2001.0,30.0
5000,,78.0,4,apartamentowiec,1,,miejskie,do zamieszkania,52.2505963,20.9770309,,4.0,,2018.0,28.0
6500,6500.0,128.0,4,,6,,miejskie,do zamieszkania,52.2296756,21.012228699999998,,12.0,inne,2000.0,8.0
2200,,50.0,2,blok,7,,miejskie,,52.236999999999995,20.9928,,10.0,pustak,1975.0,20.0
2400,,65.0,3,blok,parter,plastikowe,miejskie,do zamieszkania,52.1685854,21.0268074,,10.0,,,32.0
2390,,49.33,3,apartamentowiec,3,,miejskie,do zamieszkania,52.19832,21.01715,,8.0,,2017.0,24.0
2000,,38.5,1,apartamentowiec,3,,,,52.2002966,20.9688807,,6.0,cegła,2003.0,31.0
1800,,42.0,2,apartamentowiec,2,,,,52.20307922,20.99604416,,2.0,,2006.0,31.0
2300,3000.0,26.0,1,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2498591,21.034932,258.0,8.0,cegła,2019.0,28.0
21000,,550.0,6,dom wolnostojący,parter,plastikowe,gazowe,do zamieszkania,,,,2.0,cegła,2013.0,
2000,2000.0,30.0,1,blok,parter,,,do zamieszkania,52.136585700000005,21.0502547,,4.0,,,43.0
2600,,53.0,2,,1,,,,,,,,,,
1700,1800.0,39.0,1,apartamentowiec,7,plastikowe,miejskie,do zamieszkania,,,1.0,7.0,cegła,2002.0,
2600,,45.0,2,,1,,,,52.131813799999996,21.073732999999997,,4.0,,,45.0
1800,,40.0,2,blok,parter,,gazowe,do zamieszkania,52.329999694824,21.089999923706,,2.0,cegła,2007.0,70.0
2200,4000.0,36.0,2,blok,8,plastikowe,miejskie,do zamieszkania,,,,10.0,inne,1965.0,
4800,,55.0,2,apartamentowiec,3,,miejskie,do zamieszkania,52.2387,21.0251,,5.0,,2014.0,24.0
2200,,26.0,1,kamienica,parter,,miejskie,do zamieszkania,52.2428,21.0178,,4.0,,1938.0,25.0
4200,,66.52,3,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.1721067,20.999024,,6.0,cegła,2016.0,37.0
2600,2500.0,45.5,3,blok,4,plastikowe,miejskie,do zamieszkania,52.2469291,20.9877487,,10.0,inne,1968.0,20.0
2100,2100.0,48.0,2,blok,2,,,do zamieszkania,52.1910174,20.896371600000002,,5.0,,,38.0
2300,2300.0,38.0,2,blok,2,,,do zamieszkania,52.189749600000006,20.899275,,7.0,,,35.0
2800,2500.0,49.0,3,blok,4,plastikowe,,do zamieszkania,52.23614,21.00817,550.0,4.0,beton,1977.0,12.383333333333333
3000,5000.0,47.0,2,apartamentowiec,,,miejskie,,,,600.0,9.0,,2018.0,
2400,,50.0,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.22080826,20.976548899999997,,13.0,,2000.0,20.0
2200,1500.0,50.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.3040703,20.9304152,,4.0,cegła,2006.0,42.0
1970,2400.0,28.0,1,kamienica,3,plastikowe,miejskie,do zamieszkania,52.2168461,21.01935198,320.0,5.0,cegła,1900.0,22.0
3400,3400.0,54.0,2,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.2045908083941,21.020056074218747,800.0,4.0,,2010.0,28.0
6500,,134.0,6,blok,1,,miejskie,do zamieszkania,52.13323,21.03252,,2.0,cegła,2004.0,67.0
4500,,150.0,5,blok,parter,,gazowe,,52.19853,21.12409,,2.0,cegła,1960.0,55.0
2900,2900.0,59.0,2,blok,3,plastikowe,gazowe,do zamieszkania,52.14410265109379,21.035314388843144,,5.0,cegła,2004.0,45.0
2350,3000.0,34.0,1,blok,2,drewniane,miejskie,do zamieszkania,,,450.0,6.0,cegła,2012.0,
2800,2800.0,33.0,1,apartamentowiec,4,aluminiowe,miejskie,do zamieszkania,52.25555095983721,21.044499084777836,1.0,6.0,cegła,2019.0,31.0
2950,,50.0,2,kamienica,3,,,do zamieszkania,52.23856425,21.02647448,,4.0,cegła,1936.0,22.0
3000,3000.0,40.5,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.274733904277724,20.963553052206414,,,beton,2016.0,31.0
2800,2800.0,38.5,2,blok,5,plastikowe,miejskie,do zamieszkania,,,,6.0,cegła,,
3300,3300.0,64.0,2,,3,,,,52.226667,20.998739999999998,,5.0,cegła,1930.0,15.0
2400,2400.0,49.0,2,blok,parter,plastikowe,miejskie,,52.1940359,21.051683399999998,519.0,4.0,,,40.0
4000,,56.0,3,apartamentowiec,6,,miejskie,,52.24922313,21.03102922,,6.0,,2018.0,26.0
6500,,78.0,3,apartamentowiec,3,drewniane,,,,,,3.0,,2010.0,
2300,2700.0,38.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.190183600000005,20.9524345,400.0,5.0,cegła,2019.0,40.0
2300,2400.0,49.0,2,,3,,miejskie,,52.208909399999996,21.0213433,600.0,4.0,,1950.0,25.0
1800,,36.0,2,,1,,,,52.2050311,20.9758229,430.0,3.0,,1965.0,29.0
1400,,25.0,1,,10,,,,52.236734399999996,20.9439935,,10.0,,1968.0,26.0
2900,2900.0,42.0,2,,,,,,52.2021313,20.9554848,,,,,35.0
2200,2500.0,38.0,1,,,,,,52.2404583,20.9682687,300.0,,,,29.0
2000,2500.0,66.7,3,blok,4,plastikowe,miejskie,do zamieszkania,52.2450763,20.921651500000003,750.0,5.0,pustak,1993.0,39.0
2500,,40.0,2,blok,3,,,do zamieszkania,52.23768048,21.003310199999998,,15.0,,1980.0,13.0
3920,3900.0,54.4,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.2343751,20.9581835,,9.0,inne,2018.0,25.0
3000,3000.0,47.0,2,kamienica,1,drewniane,miejskie,,52.2275729,21.0023782,,,,1940.0,9.0
1500,1500.0,30.0,1,apartamentowiec,3,plastikowe,,,52.20623,20.922710000000002,,4.0,,2010.0,29.0
3500,3500.0,57.0,3,kamienica,1,plastikowe,miejskie,,52.2036109,21.011942,,,cegła,,20.0
5999,,80.0,3,,6,,,,52.206920000000004,21.05206,,9.0,,,29.0
2700,,48.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.1726403,21.053377899999997,,5.0,,2008.0,40.0
2000,2000.0,22.0,1,apartamentowiec,5,plastikowe,,,52.21415,20.94799,400.0,5.0,,,21.0
2650,,60.0,3,apartamentowiec,1,,,,52.2607,20.9596,,6.0,cegła,2015.0,38.0
3800,,84.0,3,apartamentowiec,4,,,,52.2089,21.0027,,7.0,,2008.0,23.0
8500,,143.0,4,dom wolnostojący,2,,,,52.1719,21.1073,,2.0,,,50.0
8500,,110.0,4,apartamentowiec,1,,,,52.2241,21.0173,,7.0,,2009.0,16.0
2900,,33.0,2,apartamentowiec,7,,,,52.2326,20.9794,,12.0,,,21.0
2500,,48.0,2,blok,1,,miejskie,,52.2515,20.9883,,7.0,,1954.0,24.0
2650,3010.0,41.93,2,apartamentowiec,10,,miejskie,,52.2336971,20.9940979,,13.0,,2017.0,14.0
3000,,54.0,2,blok,1,,miejskie,do zamieszkania,52.23485170000001,21.0007633,,10.0,,1950.0,9.0
2600,3900.0,40.0,1,apartamentowiec,,,miejskie,,,,,4.0,cegła,2016.0,
3000,,48.0,2,apartamentowiec,3,drewniane,,,,,,5.0,,2015.0,
2500,2500.0,49.0,2,blok,1,,,do zamieszkania,52.24666679999999,20.9865335,,8.0,,,21.0
3000,,47.0,2,apartamentowiec,2,,miejskie,do zamieszkania,52.2376,20.9756,,6.0,,2017.0,24.0
2100,,45.0,2,kamienica,3,,miejskie,do zamieszkania,52.2231412,21.012539800000003,,5.0,cegła,,19.0
2300,,40.0,2,kamienica,5,plastikowe,miejskie,do zamieszkania,52.2351628,21.0367612,,7.0,cegła,1956.0,14.0
2300,,30.0,2,,1,,,,,,,,,,
3950,,80.0,3,apartamentowiec,5,,miejskie,do zamieszkania,52.1697303,21.0099111,,7.0,cegła,2013.0,34.0
2800,2800.0,65.2,3,blok,4,,,do zamieszkania,52.243343599999996,20.8985429,,6.0,,2008.0,45.0
3600,,77.0,3,apartamentowiec,10,,miejskie,do zamieszkania,52.23992,21.099529999999998,,13.0,,2011.0,36.0
11900,,168.0,4,kamienica,1,,,do wykończenia,,,,2.0,cegła,,
1800,,47.0,2,kamienica,4,,miejskie,,52.28334,20.94032,,4.0,cegła,1958.0,32.0
2850,3000.0,48.0,2,blok,3,,,do zamieszkania,,,,7.0,beton komórkowy,2019.0,
5800,8000.0,120.5,4,apartamentowiec,10,plastikowe,miejskie,,52.257815,20.9946483,,18.0,cegła,2006.0,15.0
4000,,56.0,2,apartamentowiec,4,,,do zamieszkania,,,,4.0,cegła,2008.0,
3000,,55.0,2,apartamentowiec,7,plastikowe,miejskie,do zamieszkania,52.24475108,20.96375942,,10.0,,2009.0,28.0
5000,,120.0,3,apartamentowiec,6,,miejskie,,52.2376,21.0029,,15.0,,2008.0,13.0
5000,,120.0,3,apartamentowiec,9,,miejskie,,52.2386,20.9881,,10.0,,2000.0,22.0
5000,,140.0,4,apartamentowiec,6,,miejskie,,52.1819,21.0264,,17.0,,2000.0,27.0
4200,,74.0,3,apartamentowiec,1,,,,52.1917836,21.055390399999997,,6.0,cegła,2006.0,39.0
2600,,70.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.15173125,21.05903179,,5.0,cegła,2000.0,43.0
8000,,108.32,4,apartamentowiec,1,,,,52.224086,21.01726,,6.0,,2009.0,16.0
14000,,175.15,4,kamienica,2,,,,52.212757,21.02366,,7.0,,1914.0,25.0
1700,1700.0,53.0,2,blok,2,,,do zamieszkania,,,,,,,
2300,,48.0,3,blok,,,inne,do zamieszkania,,,,1.0,,,
3600,,91.5,5,blok,4,,miejskie,do zamieszkania,,,,,,,
8000,,126.0,3,apartamentowiec,3,,,,52.237065,21.00235,,9.0,,2007.0,
5300,,100.0,4,apartamentowiec,2,plastikowe,miejskie,,52.25596805,20.93251388,,5.0,,2006.0,43.0
2600,,53.0,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.1356036,21.0710228,,6.0,cegła,2008.0,46.0
2600,,39.0,1,apartamentowiec,parter,,,,,,,3.0,,2015.0,
18000,,161.0,4,apartamentowiec,1,,miejskie,,52.2006696,21.041648199999997,,4.0,cegła,,31.0
14000,,155.0,4,,,,,,,,,,,,
3800,,69.0,3,apartamentowiec,4,,miejskie,,52.1693886,21.01934064,,10.0,cegła,2009.0,36.0
10000,10000.0,100.0,3,apartamentowiec,8,drewniane,,,52.23451,20.991770000000002,,14.0,,2018.0,14.0
4100,,53.0,2,kamienica,parter,,miejskie,,52.2382,21.021420000000003,,6.0,cegła,1950.0,18.0
2500,,46.0,3,blok,6,,miejskie,,52.24577,20.98151,,10.0,cegła,1968.0,26.0
3900,,80.0,3,apartamentowiec,5,,miejskie,do zamieszkania,52.201815,21.034894899999998,,7.0,cegła,2006.0,24.0
2450,,48.0,2,blok,parter,,miejskie,,52.158041,21.066512200000002,,4.0,cegła,2013.0,45.0
4000,,74.0,3,blok,4,,miejskie,do zamieszkania,52.1986108,21.046426399999998,,8.0,cegła,2013.0,30.0
6950,,126.5,4,kamienica,4,plastikowe,miejskie,,,,980.0,6.0,,1925.0,
3000,3700.0,55.0,3,blok,,plastikowe,,do zamieszkania,52.22297879999999,20.939500199999998,700.0,,cegła,2018.0,28.0
2599,,52.0,2,apartamentowiec,9,drewniane,miejskie,,52.179078999999994,21.00864,,10.0,,2012.0,33.0
7000,14000.0,105.0,4,kamienica,1,,miejskie,do zamieszkania,,,1.0,4.0,cegła,,
2400,,55.0,2,apartamentowiec,3,,miejskie,,52.1663,21.0788,,4.0,,2005.0,42.0
2400,,45.0,2,apartamentowiec,2,,miejskie,,52.2296,20.9692,,9.0,cegła,2010.0,18.0
5500,,140.0,4,apartamentowiec,8,,miejskie,,52.1819,21.0264,,17.0,,2000.0,27.0
1800,,40.0,1,apartamentowiec,parter,,miejskie,,52.2016,20.9534,,3.0,cegła,2005.0,33.0
3300,,58.0,3,blok,9,,miejskie,,52.2629,21.0399,,10.0,wielka płyta,,30.0
4000,,78.0,3,apartamentowiec,2,,miejskie,do zamieszkania,52.176368599999996,20.9943236,,6.0,,2014.0,35.0
2700,,69.0,3,apartamentowiec,1,,gazowe,,52.179906200000005,20.9478161,,2.0,cegła,,34.0
3400,4000.0,45.0,2,apartamentowiec,2,,,,52.1889914,21.0074343,450.0,,,,30.0
1950,1950.0,43.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.23220560000001,21.0594866,450.0,10.0,wielka płyta,1966.0,18.0
1600,,42.0,1,kamienica,1,,,,52.183308200000006,21.180289600000002,,1.0,,,49.0
1600,,28.0,1,blok,2,,miejskie,,52.141502014435,21.062228679657,,3.0,,2001.0,38.0
3500,5000.0,125.5,5,blok,3,plastikowe,miejskie,do zamieszkania,52.32247975276243,20.953384622229,,2.0,,,53.0
2800,,50.0,2,blok,2,,,,52.14216,21.04959,,2.0,,2000.0,43.0
2600,,59.0,3,blok,2,,miejskie,,52.3143,21.07774,,2.0,,2012.0,65.0
2800,,46.0,2,,> 10,,,,52.17906,21.01575,,15.0,,,32.0
2300,,55.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.1702851,20.9975128,,5.0,cegła,2014.0,36.0
2200,2200.0,40.0,2,blok,7,,,do zamieszkania,52.258857299999995,21.058085300000002,,11.0,,,32.0
2800,2800.0,40.0,2,apartamentowiec,2,drewniane,miejskie,,52.1876789,21.0047832,,8.0,cegła,2016.0,33.0
2500,2500.0,41.0,2,apartamentowiec,6,drewniane,miejskie,,52.1771976,20.9894,,7.0,inne,2017.0,38.0
2800,4000.0,54.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.22633550137695,20.981899238281244,600.0,6.0,cegła,2016.0,22.0
4500,,85.0,3,apartamentowiec,3,,miejskie,do zamieszkania,52.175688799999996,21.0009272,,6.0,cegła,2013.0,35.0
1600,,43.0,2,,4,,,,52.2588118,21.040976399999998,,7.0,,2000.0,25.0
2000,,50.0,2,kamienica,4,,miejskie,,52.2474,20.9958,,4.0,cegła,1950.0,22.0
2700,,60.0,2,apartamentowiec,parter,,miejskie,,52.1627,21.08,,4.0,cegła,2012.0,47.0
5000,,160.0,4,apartamentowiec,5,,miejskie,,52.1819,21.0264,,17.0,cegła,2000.0,27.0
2500,,42.0,2,apartamentowiec,2,,miejskie,,52.2,21.0465,,5.0,cegła,2015.0,29.0
2400,,60.0,3,blok,6,,miejskie,,52.2959,21.0416,,10.0,wielka płyta,1975.0,36.0
2150,,55.0,2,apartamentowiec,2,drewniane,miejskie,,52.2401355,20.9224483,,10.0,,2009.0,27.0
5100,,81.9,3,,8,plastikowe,miejskie,do zamieszkania,52.228891299999994,20.9987107,,8.0,żelbet,1970.0,10.0
6500,6500.0,78.0,3,apartamentowiec,3,drewniane,miejskie,,,,,3.0,cegła,2015.0,
2300,,53.0,2,,2,,,,52.287327000000005,20.927297,,9.0,,2013.0,38.0
2200,,30.0,2,,2,,,,52.2429981,20.9942267,,3.0,,1955.0,19.0
2600,2600.0,62.0,2,blok,parter,plastikowe,miejskie,do zamieszkania,52.31050551645737,21.066426385644487,,4.0,pustak,2005.0,54.0
13000,,99.0,3,,4,,,,,,,6.0,,2013.0,
4500,4500.0,74.0,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.2244966,21.0395721,,8.0,silikat,2009.0,21.0
2200,,48.0,2,kamienica,3,plastikowe,miejskie,,,,,4.0,cegła,1958.0,
1450,,23.0,1,,5,,,,52.2630146,21.0392043,,5.0,,1990.0,31.0
5500,,104.0,3,apartamentowiec,2,,,do zamieszkania,52.227475899999995,21.037218,,8.0,,2000.0,20.0
3800,,64.5,3,apartamentowiec,parter,,miejskie,do zamieszkania,52.232597399999996,21.0633777,,,,2008.0,20.0
10000,,147.57,3,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.209398,21.031335000000002,1.0,4.0,,2008.0,25.0
5500,,54.0,2,kamienica,3,,miejskie,do zamieszkania,52.2221458,21.01427119,,5.0,cegła,1893.0,18.0
3200,,38.8,2,apartamentowiec,2,,miejskie,do zamieszkania,52.259024700000005,20.9720555,,8.0,cegła,2018.0,35.0
3500,,71.0,2,kamienica,3,,,do zamieszkania,52.2263687,20.996684100000003,,5.0,cegła,1930.0,13.0
6500,,80.0,3,apartamentowiec,2,,miejskie,do zamieszkania,52.22232879999999,21.0150908,,5.0,cegła,1952.0,17.0
10000,,100.0,3,apartamentowiec,8,,miejskie,do zamieszkania,52.233775099999995,20.9853181,,8.0,,2018.0,17.0
9000,10000.0,131.0,4,,3,,,,52.2225869,21.019744,,,cegła,,18.0
2200,,58.0,3,,5,,,,52.2438753,21.083959,,6.0,,2001.0,24.0
2800,3400.0,50.0,2,apartamentowiec,10,,,do zamieszkania,52.21485922246713,20.96078185396728,600.0,12.0,cegła,2014.0,26.0
5500,,70.0,3,apartamentowiec,4,,,,52.251776,21.036534600000003,,6.0,,2017.0,24.0
3900,,80.0,3,,5,,,,52.2008357,21.0313878,,7.0,,2006.0,28.0
3950,,80.0,3,apartamentowiec,5,,,do zamieszkania,,,,7.0,,2013.0,
2999,6000.0,56.0,2,kamienica,1,plastikowe,miejskie,do zamieszkania,52.2030944,21.0155615,,4.0,cegła,1960.0,25.0
2950,,40.0,2,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.254589,20.993223,,6.0,,2012.0,23.0
2600,2600.0,49.0,3,blok,> 10,drewniane,miejskie,do zamieszkania,52.2366453,20.9920636,,15.0,inne,,19.0
3950,,80.1,3,apartamentowiec,5,drewniane,miejskie,,52.1755501,21.012984799999998,,7.0,cegła,2013.0,31.0
2700,2700.0,42.0,2,blok,1,,,do zamieszkania,,,,,,2019.0,
2600,,43.0,2,apartamentowiec,2,,miejskie,do zamieszkania,52.255165399999996,20.978843899999998,,6.0,,2019.0,27.0
8200,,144.0,4,apartamentowiec,2,,,do zamieszkania,52.1606065,21.0775236,,4.0,,2008.0,44.0
3300,,42.0,2,apartamentowiec,1,,miejskie,do zamieszkania,52.23206879999999,20.9803,,4.0,,2019.0,18.0
3500,,39.0,2,apartamentowiec,8,,,do zamieszkania,52.185348100000006,20.991785,,8.0,,2017.0,38.0
2650,,40.0,2,,8,,,do zamieszkania,52.221343299999994,20.9807475,,9.0,cegła,2012.0,17.0
10000,,121.0,3,kamienica,5,,miejskie,do zamieszkania,52.223263200000005,21.007600699999998,,5.0,cegła,1902.0,17.0
2500,,42.0,2,kamienica,4,,miejskie,,52.227,21.0161,,6.0,cegła,1950.0,16.0
3500,,77.0,2,,,,,,52.22301393219404,20.98951071007372,,,,,15.0
2500,3500.0,47.0,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.261917700000005,20.9590478,500.0,8.0,cegła,2014.0,42.0
2100,2100.0,51.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.34226029999999,20.9374115,,3.0,cegła,2009.0,66.0
2850,,50.0,2,blok,2,plastikowe,miejskie,,52.155887299999996,21.0530633,,3.0,,2009.0,41.0
6000,,50.0,2,apartamentowiec,9,aluminiowe,miejskie,do zamieszkania,52.23349,20.98736,,20.0,,2010.0,18.0
6000,6000.0,50.0,2,apartamentowiec,8,aluminiowe,miejskie,do zamieszkania,52.23349,20.98736,,20.0,inne,2010.0,18.0
3000,3000.0,53.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.279567240767925,21.052899880395504,1.0,6.0,cegła,2004.0,38.0
6300,6000.0,78.0,3,apartamentowiec,3,drewniane,miejskie,,,,,3.0,,2015.0,
3000,,50.0,2,apartamentowiec,5,drewniane,,,,,,5.0,,2015.0,
3300,,78.0,3,apartamentowiec,2,,miejskie,do zamieszkania,52.226137200000004,21.057698499999997,,5.0,,2011.0,24.0
3850,,60.0,2,,1,,,,52.225797,21.01856,,5.0,cegła,1950.0,22.0
2500,2500.0,43.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.187902351211825,21.0197249206543,,10.0,beton komórkowy,,31.0
3000,3000.0,45.0,2,blok,6,,miejskie,do zamieszkania,52.23090607357327,20.97882727514648,,12.0,,2019.0,20.0
2500,5000.0,33.0,2,kamienica,5,plastikowe,miejskie,do zamieszkania,52.205839747625674,21.022143471952454,323.0,6.0,cegła,1937.0,25.0
2700,5400.0,55.0,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.2535716,20.9271507,1.0,7.0,cegła,2019.0,42.0
2600,3000.0,48.0,3,blok,5,plastikowe,miejskie,do zamieszkania,52.2366453,20.9920636,440.0,15.0,inne,,19.0
7500,,61.67,2,,2,,,do zamieszkania,,,,4.0,,2016.0,
1700,1700.0,32.0,1,blok,1,plastikowe,kotłownia,do zamieszkania,,,,4.0,cegła,2004.0,
6500,,80.0,3,apartamentowiec,,drewniane,miejskie,,52.238459999999996,21.02221,,3.0,cegła,2015.0,20.0
2300,,54.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.1907455,20.906646399999996,,6.0,cegła,2009.0,32.0
1799,2000.0,43.0,1,blok,3,plastikowe,miejskie,do zamieszkania,52.20019834276781,21.00229059783936,485.0,3.0,cegła,1955.0,28.0
2700,2700.0,50.0,2,apartamentowiec,7,plastikowe,miejskie,do zamieszkania,,,1.0,12.0,beton,2009.0,
2500,2800.0,48.0,2,blok,parter,drewniane,kotłownia,do zamieszkania,,,1.0,5.0,cegła,2009.0,
3100,2000.0,65.0,3,blok,8,plastikowe,miejskie,do zamieszkania,52.262004100000006,21.0418313,,8.0,cegła,2001.0,32.0
3400,3000.0,42.0,2,blok,4,plastikowe,gazowe,do zamieszkania,,,,8.0,,2018.0,
2250,2250.0,30.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.2338527,20.9288146,,10.0,,,28.0
3100,,46.0,2,blok,6,,miejskie,,52.25423,20.99549,,17.0,,2010.0,23.0
2600,,41.0,2,apartamentowiec,8,plastikowe,miejskie,do zamieszkania,52.274850205681155,20.96329529160157,,10.0,,2016.0,28.0
8790,9000.0,57.0,2,,,aluminiowe,miejskie,,52.231642,20.996098800000002,,44.0,inne,,11.0
8000,8000.0,61.7,2,,9,,miejskie,,52.2310961,21.0034582,2050.0,52.0,cegła,2017.0,3.0833333333333335
2700,2700.0,50.0,2,apartamentowiec,5,,miejskie,,52.17558212879325,20.99989057094726,,,,2018.0,43.0
2750,3000.0,45.0,2,apartamentowiec,> 10,plastikowe,miejskie,do zamieszkania,52.2455317597321,20.962020851615886,490.0,11.0,,2011.0,27.0
2800,,72.0,3,blok,parter,,miejskie,,52.2329,20.9328,,5.0,,2008.0,31.0
9000,,155.0,5,apartamentowiec,1,,miejskie,,52.1941,20.9877,,4.0,,,31.0
3700,,55.0,3,apartamentowiec,2,,,,52.2552,20.9673,,5.0,,,37.0
5600,,104.0,4,apartamentowiec,5,,miejskie,,52.2035,20.9956,,6.0,cegła,2009.0,33.0
3900,,69.0,2,apartamentowiec,8,,,,52.2221,20.9803,,17.0,,,18.0
5700,,80.0,3,apartamentowiec,5,,,,52.2483,20.9875,,8.0,,,21.0
2800,,95.0,3,blok,3,,miejskie,,52.2421,20.9032,,4.0,,,42.0
4000,,80.0,3,apartamentowiec,1,,miejskie,,52.2506,20.976999999999997,,5.0,,2018.0,28.0
3000,,75.0,3,apartamentowiec,5,,,,52.1921,20.9892,,8.0,,,38.0
3100,,82.0,3,apartamentowiec,> 10,,miejskie,,52.2221,20.9803,,17.0,,2004.0,18.0
4350,,65.0,3,apartamentowiec,,,miejskie,,52.1877,21.0048,,,,2016.0,33.0
3900,,68.0,3,apartamentowiec,6,,miejskie,,52.2229,20.9387,,,,,29.0
3999,,55.0,3,apartamentowiec,,,miejskie,,52.2326,20.9794,,,,2018.0,21.0
2500,2500.0,54.0,2,apartamentowiec,3,,miejskie,do zamieszkania,52.1986108,21.046426399999998,,,,2009.0,30.0
2900,3400.0,53.0,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.23809308747703,21.027179794345187,500.0,,cegła,2002.0,21.0
6500,,92.0,3,apartamentowiec,3,,,,,,,5.0,,,
2200,2200.0,48.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.22743479840869,21.06294565063477,2200.0,4.0,cegła,1964.0,23.0
2500,,31.0,2,kamienica,parter,plastikowe,miejskie,do zamieszkania,52.2289261,21.0593823,,2.0,cegła,1950.0,21.0
