Cena,Kaucja,Powierzchnia,Liczba pokoi,Rodzaj zabudowy,Piętro,Okna,Ogrzewanie,Stan wykończenia,φ,λ,Czynsz - dodatkowo,Liczba pięter,Materiał budynku,Rok budowy,Czas dojazdu do centrum
8200,,102.0,4,apartamentowiec,3,,,,52.2021721,21.01313769,,5.0,,2018.0,24.0
4300,,64.0,3,apartamentowiec,6,,,,52.18703695,21.00388115,,8.0,,2017.0,35.0
2200,2200.0,38.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.17403265846772,21.114991032202152,,4.0,,,54.0
2500,,50.0,2,,3,,,,52.194256,20.90447627,,3.0,,2002.0,30.0
8000,,150.0,4,,parter,,miejskie,do zamieszkania,52.2577388,20.9944657,,4.0,cegła,1991.0,15.0
6500,,78.0,3,apartamentowiec,3,,,do zamieszkania,52.2384721,21.022226899999996,,3.0,cegła,2015.0,20.0
2000,2000.0,28.0,1,blok,5,drewniane,miejskie,,52.26849,20.96889,,10.0,,1969.0,32.0
4000,4000.0,42.0,2,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,52.22995837241453,20.978753514398576,1.0,15.0,cegła,2019.0,15.0
2300,3000.0,40.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.13785,21.029120000000002,,5.0,cegła,2004.0,53.0
7500,,150.0,4,apartamentowiec,4,,,do zamieszkania,52.18375863,21.02169946,,10.0,,2001.0,27.0
3700,,63.0,3,,,,,do zamieszkania,,,,,,2019.0,
2600,2600.0,52.0,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.2362713,20.9594919,,8.0,,2012.0,27.0
1750,,25.0,1,blok,3,,miejskie,do zamieszkania,52.26078395,21.0377022,,7.0,żelbet,1960.0,29.0
26000,,202.0,5,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.2394204,21.0254812,,5.0,,2012.0,22.0
3200,,78.0,3,apartamentowiec,> 10,plastikowe,miejskie,,52.20908,20.96282,,12.0,,2009.0,26.0
3000,3000.0,89.0,4,,3,plastikowe,,do zamieszkania,,,3000.0,3.0,,1995.0,
3300,3300.0,63.0,3,kamienica,5,plastikowe,miejskie,do zamieszkania,52.20934767020583,21.02027288996582,,6.0,,,24.0
3000,3000.0,56.0,4,blok,3,plastikowe,miejskie,do zamieszkania,52.208974047081135,21.03716081586914,,4.0,,,27.0
3000,3000.0,51.0,2,apartamentowiec,parter,plastikowe,miejskie,do zamieszkania,52.202553791397435,20.996455568591312,,5.0,,,30.0
2800,3000.0,38.0,2,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,52.1595953082192,21.077463406884764,,4.0,,,42.0
2800,2800.0,50.0,3,blok,3,,,do zamieszkania,52.2012559,20.9732096,,4.0,,,31.0
1800,1800.0,45.0,2,blok,6,plastikowe,miejskie,do zamieszkania,,,1.0,7.0,pustak,2005.0,
2500,2900.0,33.0,2,apartamentowiec,3,plastikowe,miejskie,,,,400.0,6.0,cegła,2019.0,
3900,,49.0,2,,1,,,,52.24507,21.0112,,2.0,,,22.0
5040,5600.0,67.0,3,kamienica,1,drewniane,,do zamieszkania,,,560.0,1.0,,,
2600,2600.0,50.0,2,kamienica,3,plastikowe,miejskie,do zamieszkania,52.28281598571078,20.95201078308105,,4.0,cegła,,28.0
2200,2000.0,37.0,2,apartamentowiec,8,plastikowe,miejskie,do zamieszkania,52.174898105731295,20.99614591132812,450.0,8.0,,2016.0,40.0
2500,,69.0,3,dom wolnostojący,1,plastikowe,,do zamieszkania,52.1584248,21.164074199999998,,1.0,cegła,2000.0,57.0
2900,2900.0,55.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.23186239337901,21.013537126653034,,4.0,cegła,1950.0,13.0
2950,2950.0,45.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.174193200000005,20.9901228,,6.0,,2019.0,48.0
2900,,64.79,3,blok,2,,miejskie,,52.22925,21.0971,,3.0,inne,1990.0,35.0
2399,2400.0,52.0,3,blok,6,plastikowe,miejskie,do zamieszkania,52.20417,21.00083,,10.0,,,25.0
2490,,36.0,2,,2,,,,52.19303,21.00591,,4.0,,1956.0,33.0
3200,5000.0,59.51,2,blok,1,drewniane,miejskie,,,,,3.0,cegła,2013.0,
7000,7000.0,80.77,3,apartamentowiec,7,drewniane,miejskie,,,,,7.0,cegła,2010.0,
2000,2500.0,41.5,2,,1,plastikowe,miejskie,,,,500.0,9.0,,1973.0,
2300,2300.0,36.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.2175726967686,21.043512063598637,,4.0,cegła,,27.0
2900,2900.0,72.0,3,apartamentowiec,6,plastikowe,kotłownia,do zamieszkania,52.20997,20.967270000000003,600.0,8.0,pustak,2003.0,26.0
2600,2800.0,49.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.2362713,20.9594919,,7.0,cegła,2017.0,27.0
2200,2700.0,42.5,2,,3,plastikowe,miejskie,do zamieszkania,52.1635812,20.9922671,500.0,6.0,pustak,2015.0,38.0
2900,,57.0,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.13507707130358,21.06335913269044,420.0,5.0,,,40.0
2100,3000.0,54.0,3,blok,3,drewniane,miejskie,do zamieszkania,,,500.0,4.0,cegła,1965.0,
2400,2400.0,53.0,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.17186291197584,20.997854502648302,,6.0,cegła,2012.0,43.0
9000,,96.0,4,apartamentowiec,3,drewniane,miejskie,,52.2058972,20.996062600000002,,3.0,inne,2006.0,29.0
1800,1800.0,32.0,1,blok,3,plastikowe,miejskie,do zamieszkania,52.21037241982182,21.049050261376948,,15.0,pustak,,31.0
2800,2000.0,60.0,3,blok,parter,plastikowe,miejskie,do zamieszkania,52.1616086,21.124689899999996,600.0,2.0,cegła,2015.0,63.0
2200,2200.0,38.0,1,kamienica,1,plastikowe,miejskie,do zamieszkania,52.2043519,21.0055254,,3.0,cegła,1935.0,24.0
2350,2350.0,42.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.2650821,21.0401769,470.0,7.0,cegła,2015.0,32.0
2800,2800.0,55.0,2,apartamentowiec,4,,miejskie,do zamieszkania,52.2207370033091,20.980231808459468,,,,,17.0
9200,,92.0,3,apartamentowiec,6,drewniane,gazowe,do zamieszkania,52.229918,21.0262528,,7.0,cegła,,15.0
2100,2500.0,35.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.15613,21.111629999999998,400.0,4.0,cegła,2018.0,62.0
2500,4000.0,51.0,2,blok,6,plastikowe,miejskie,do zamieszkania,52.23059,21.06051,600.0,10.0,inne,2008.0,23.0
3000,3000.0,39.2,2,,10,plastikowe,,,,,,11.0,,2000.0,
4400,4400.0,97.0,4,apartamentowiec,5,plastikowe,,,,,,5.0,,2008.0,
3200,3200.0,45.0,2,apartamentowiec,4,plastikowe,,,,,,6.0,,2019.0,
6500,10000.0,82.0,3,apartamentowiec,> 10,plastikowe,,,,,,15.0,,2006.0,
2700,,40.0,2,apartamentowiec,5,,miejskie,do zamieszkania,52.2608094,20.9683115,400.0,2019.0,,2019.0,33.0
2200,,44.0,2,blok,1,plastikowe,,,52.22,20.98,,10.0,żelbet,1969.0,17.0
3500,3500.0,78.0,3,apartamentowiec,8,,miejskie,,52.178303,21.0588332,,8.0,,2008.0,36.0
4500,,65.0,3,,3,,,,52.18329,21.026529999999998,,6.0,,2019.0,30.0
4500,,73.0,3,,6,,,,52.17743,21.04184,,6.0,,2018.0,36.0
5700,,92.0,3,,3,,,,52.21631,21.02318,,5.0,,,23.0
4900,,110.0,4,,8,,,,52.18952,21.007089999999998,,12.0,,2010.0,31.0
3600,,76.0,3,,6,,,,52.22364,21.09222,,6.0,,2006.0,27.0
2100,,48.0,2,blok,7,,miejskie,,,,,7.0,,1978.0,
3350,4200.0,44.0,2,apartamentowiec,6,,,do zamieszkania,52.23776581854994,20.989715195350644,,6.0,,2019.0,20.0
2700,2700.0,55.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.135680799999996,21.0673293,100.0,5.0,cegła,2007.0,44.0
3490,3490.0,80.0,3,blok,3,plastikowe,miejskie,do zamieszkania,52.140555,21.0407892,,5.0,cegła,2002.0,51.0
2300,,33.0,1,apartamentowiec,2,,miejskie,,52.23376,21.09522,,4.0,inne,2018.0,34.0
2800,,50.0,3,,4,,,,52.2331,21.00176,,7.0,,,5.866666666666666
2590,,40.0,1,,1,,,,52.253770700000004,20.9974517,,,,2005.0,19.0
2500,2600.0,30.0,1,blok,3,plastikowe,miejskie,do zamieszkania,52.2261572,21.0137953,,5.0,cegła,1965.0,14.0
3800,,52.0,2,apartamentowiec,3,drewniane,,do zamieszkania,52.2251283,20.9782803,,5.0,,2012.0,21.0
2800,3000.0,55.0,2,kamienica,3,plastikowe,miejskie,do zamieszkania,52.269709999999996,20.98462,,3.0,,,20.0
1800,1800.0,27.0,1,blok,7,plastikowe,miejskie,do zamieszkania,,,300.0,9.0,cegła,,
2000,2000.0,25.0,1,blok,7,drewniane,miejskie,do zamieszkania,,,,14.0,cegła,2019.0,
2300,2000.0,55.0,2,blok,2,plastikowe,gazowe,do zamieszkania,,,1.0,4.0,cegła,2005.0,
2900,,51.0,2,apartamentowiec,3,,,do zamieszkania,52.1853015,20.993802,,7.0,,2018.0,41.0
2800,,50.0,3,,9,,,,52.207609999999995,21.03815,,10.0,,,25.0
2500,,45.0,2,apartamentowiec,> 10,,miejskie,do zamieszkania,,,500.0,17.0,,2019.0,
6900,,78.0,3,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.2407105,21.025806399999997,,6.0,cegła,2010.0,23.0
2750,,56.8,2,,> 10,plastikowe,miejskie,,,,,16.0,cegła,1998.0,
2500,,45.0,2,blok,1,plastikowe,miejskie,,,,350.0,5.0,,2018.0,
1700,2000.0,25.0,1,dom wolnostojący,1,drewniane,kotłownia,do zamieszkania,,,150.0,3.0,cegła,,
3100,3000.0,51.3,2,blok,1,plastikowe,miejskie,do zamieszkania,52.23030507401342,20.999157777709968,1.0,6.0,cegła,1960.0,11.0
5300,,106.0,3,apartamentowiec,2,,miejskie,do zamieszkania,52.225072,21.0353699,,6.0,,2002.0,15.0
8000,8000.0,195.0,4,apartamentowiec,> 10,plastikowe,miejskie,do zamieszkania,52.186962,21.021859,,13.0,,2003.0,30.0
24000,,160.0,4,apartamentowiec,> 10,,,do zamieszkania,52.2318521,20.996083,1000.0,44.0,,,11.0
2350,,40.0,2,,2,,,,52.205022,21.007620000000003,,4.0,cegła,1934.0,22.0
3200,,63.0,3,kamienica,5,,,,52.2261486,21.013761,,,,1911.0,14.0
3600,,52.0,2,kamienica,1,,,,52.2241005,21.0045672,,2.0,,1936.0,16.0
2900,,45.0,2,apartamentowiec,2,,,,52.23546339999999,20.985556600000002,,,,2018.0,21.0
5200,,63.0,2,apartamentowiec,> 10,,,,52.2373794,21.001476699999998,,12.0,,2010.0,14.116666666666667
5200,,118.0,4,blok,2,drewniane,miejskie,do zamieszkania,,,1100.0,5.0,cegła,2010.0,
3800,4000.0,72.0,3,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.1733134,20.9998,,8.0,,2009.0,36.0
2600,,56.0,3,blok,3,plastikowe,miejskie,do zamieszkania,52.2686547,20.945146899999997,1.0,10.0,,1980.0,34.0
9900,,156.0,4,,3,,miejskie,do zamieszkania,52.1881735,20.9946247,,6.0,,2013.0,39.0
12500,,145.0,4,kamienica,1,drewniane,miejskie,do zamieszkania,52.218616,21.017293,,5.0,cegła,1906.0,19.0
11900,,190.0,4,apartamentowiec,3,,miejskie,do zamieszkania,52.215531799999994,21.022639,,5.0,,,25.0
9000,,80.0,2,apartamentowiec,2,drewniane,,do zamieszkania,52.24223065,21.02653697,,5.0,,2012.0,24.0
8950,,158.0,4,apartamentowiec,8,,miejskie,,52.18561095,21.02302804,,10.0,,2003.0,32.0
7500,,127.0,4,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.161603,21.077683,,4.0,cegła,2007.0,43.0
7000,,70.0,3,kamienica,1,,,do zamieszkania,52.22626375,21.01276479,,7.0,cegła,1890.0,14.0
7600,,73.0,3,apartamentowiec,> 10,plastikowe,miejskie,do zamieszkania,52.23338005,20.9879001,,22.0,,2009.0,16.0
6000,,87.0,3,kamienica,3,aluminiowe,miejskie,do zamieszkania,52.2236845,21.0174305,,4.0,,,16.0
9600,,130.0,5,apartamentowiec,7,drewniane,miejskie,do zamieszkania,52.1782153,21.0310423,,7.0,,2018.0,34.0
2800,,39.85,2,apartamentowiec,6,,miejskie,do zamieszkania,52.17589445,20.99840105,,8.0,cegła,2018.0,41.0
9900,,133.0,4,apartamentowiec,1,,,,52.18457188,21.03405476,,4.0,,,41.0
9000,,85.0,3,,5,drewniane,,do zamieszkania,52.2050234,20.9953327,,5.0,cegła,2010.0,29.0
7600,,90.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.241240999999995,21.0269859,680.0,6.0,,2012.0,22.0
2500,,55.0,2,apartamentowiec,parter,drewniane,miejskie,do zamieszkania,52.1641024,21.082859600000003,,4.0,,2009.0,42.0
4300,,68.0,3,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.1774197,21.043001999999998,,2.0,,2018.0,36.0
10500,,98.2,3,apartamentowiec,> 10,,miejskie,do zamieszkania,52.237469,21.001720000000002,,11.0,,2010.0,14.45
10000,,100.0,3,apartamentowiec,8,drewniane,,do zamieszkania,52.2360624,20.9975133,,14.0,,2018.0,12.0
16500,,210.0,4,apartamentowiec,4,drewniane,,do zamieszkania,52.1625908,21.074965399999996,,4.0,,2008.0,44.0
9000,,160.0,4,,5,,,,52.19352015,21.01045409,,5.0,,2001.0,30.0
2300,,37.0,2,blok,1,,miejskie,,52.24862802,21.02960014,,11.0,,1968.0,28.0
3000,,45.0,2,kamienica,3,,miejskie,,52.25103075,21.03496671,,4.0,,1921.0,27.0
2600,,43.0,2,blok,3,,miejskie,,52.25114503,21.06156564,,,,2018.0,28.0
5600,,67.0,3,kamienica,1,,elektryczne,,52.21888998,20.99928045,,3.0,,1937.0,20.0
2250,2300.0,44.0,2,blok,6,drewniane,miejskie,do zamieszkania,52.2394224,20.903406399999994,,10.0,cegła,2009.0,35.0
1700,,33.0,1,blok,3,plastikowe,miejskie,do zamieszkania,52.2066935,21.0394703,1.0,5.0,cegła,1950.0,25.0
3400,3400.0,51.0,2,apartamentowiec,8,plastikowe,,do zamieszkania,52.23227131008278,21.062619420129394,1.0,8.0,,2009.0,19.0
4300,,55.0,2,apartamentowiec,8,,miejskie,do zamieszkania,52.17822279999999,21.0308163,,9.0,,2018.0,34.0
12000,,147.0,3,kamienica,5,,gazowe,do zamieszkania,52.2448,21.0162,,5.0,,2006.0,24.0
3500,3500.0,59.0,3,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.25962429968346,20.9691704865516,,6.0,cegła,2013.0,35.0
3000,3000.0,48.0,2,apartamentowiec,1,drewniane,miejskie,,52.2103749,21.0230451,530.0,5.0,inne,2013.0,24.0
4499,5000.0,120.0,3,apartamentowiec,10,plastikowe,,do zamieszkania,52.2386499,20.9883087,499.0,10.0,,,21.0
5900,,55.0,2,kamienica,3,,miejskie,,52.225229999999996,21.01204,,6.0,cegła,1900.0,17.0
3100,,54.0,3,apartamentowiec,1,,miejskie,,52.23463155,20.99975058,,3.0,,2015.0,8.0
2850,,80.0,3,,2,,,,52.228219,21.10967,,6.0,,2004.0,45.0
2000,,36.0,1,blok,2,plastikowe,,do zamieszkania,52.136585700000005,21.0502547,1.0,5.0,cegła,2005.0,43.0
3500,,79.0,3,apartamentowiec,6,plastikowe,,do zamieszkania,52.2411296,20.98078739,850.0,11.0,,2001.0,25.0
2000,,62.0,3,blok,5,plastikowe,miejskie,do zamieszkania,52.2998355,21.041488100000002,1.0,10.0,,1980.0,37.0
2400,3500.0,39.0,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,,,400.0,,cegła,2016.0,
4500,,37.0,2,kamienica,4,plastikowe,miejskie,,52.231171999999994,21.0038329,,,cegła,,2.45
1800,1800.0,26.0,1,blok,9,,miejskie,do zamieszkania,52.24965385730243,20.985337120593268,,9.0,wielka płyta,1970.0,24.0
2800,,30.0,2,blok,2,,miejskie,,52.2451359,20.99904841,,4.0,,1950.0,15.0
3100,,89.0,4,blok,4,,miejskie,,52.2400292,20.911896600000002,,4.0,,2004.0,31.0
2700,5000.0,49.0,3,kamienica,4,plastikowe,miejskie,do zamieszkania,,,550.0,4.0,cegła,,
1600,,20.0,1,blok,1,plastikowe,miejskie,do zamieszkania,52.2357172,21.0052947,1.0,15.0,,1980.0,9.0
2250,,46.0,2,,8,,,,52.155925200000006,21.0335522,,9.0,,2010.0,30.0
3000,3000.0,46.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.1476949,21.042432,1.0,12.0,cegła,2019.0,35.0
2200,,40.0,2,blok,5,plastikowe,miejskie,,52.1755501,21.012984799999998,,8.0,,,31.0
4000,,60.0,2,apartamentowiec,4,plastikowe,miejskie,,52.188821000000004,20.9926928,,5.0,,,35.0
2300,2700.0,55.0,3,blok,,plastikowe,miejskie,do zamieszkania,,,400.0,9.0,wielka płyta,,
3400,,38.0,2,apartamentowiec,5,,miejskie,,52.18387504,21.00976253,,8.0,,2019.0,33.0
9000,,96.0,4,,3,,,,52.2059,20.99606,,3.0,,2006.0,29.0
1900,,51.0,2,apartamentowiec,6,plastikowe,miejskie,,52.262078100000004,20.956188600000004,700.0,12.0,,2005.0,42.0
2900,,80.0,3,blok,6,,miejskie,,52.20285,20.94745,,8.0,,2008.0,27.0
1650,,70.0,3,apartamentowiec,2,plastikowe,gazowe,do zamieszkania,52.223954844401504,21.249276232910155,,2.0,beton komórkowy,2005.0,58.0
1600,2000.0,17.5,1,dom wolnostojący,parter,plastikowe,kotłownia,do zamieszkania,52.210184600000005,20.9018539,100.0,3.0,cegła,,38.0
2200,,25.0,1,blok,4,,miejskie,,52.22594,20.956129999999998,,12.0,,2019.0,22.0
2600,,37.0,2,blok,7,plastikowe,miejskie,,52.2032596,20.938595,,11.0,,,28.0
2699,3000.0,50.0,2,apartamentowiec,> 10,plastikowe,miejskie,do zamieszkania,,,299.0,30.0,wielka płyta,2010.0,
2800,,52.0,2,blok,1,,miejskie,,52.20806617,21.06468916,,4.0,,2015.0,37.0
5000,5000.0,112.0,5,kamienica,1,drewniane,miejskie,do zamieszkania,52.23710616750815,21.03012182172272,800.0,4.0,cegła,1936.0,21.0
1900,,42.0,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2906391,21.0481465,,8.0,,2003.0,42.0
2500,,31.17,1,kamienica,2,drewniane,miejskie,do zamieszkania,52.25076729999999,21.03826009,,2.0,cegła,1897.0,26.0
2800,3000.0,41.0,2,blok,1,plastikowe,,do zamieszkania,52.232848,20.985817,,10.0,,,15.0
2090,3500.0,47.0,2,kamienica,parter,drewniane,miejskie,do zamieszkania,52.18986250739861,21.02033793488437,600.0,3.0,cegła,1957.0,25.0
9000,,96.0,4,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.205762,20.995493,,3.0,cegła,2006.0,29.0
2600,3000.0,46.8,2,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,52.24184813218228,20.907879457151253,500.0,6.0,silikat,2019.0,36.0
4200,,62.66,2,,3,aluminiowe,,,,,561.0,3.0,,,
9000,,80.0,2,,4,drewniane,,do zamieszkania,,,,5.0,,,
2700,2700.0,40.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.22106536690461,21.03115414871826,1.0,6.0,,1971.0,21.0
1999,1999.0,25.0,1,kamienica,1,plastikowe,miejskie,do zamieszkania,52.23395792269386,21.03524345779419,,4.0,cegła,,15.0
2650,3000.0,46.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,,,350.0,7.0,żelbet,2016.0,
3650,4000.0,71.0,3,apartamentowiec,4,drewniane,miejskie,do zamieszkania,,,,4.0,żelbet,2012.0,
3700,,65.0,3,kamienica,2,,,do zamieszkania,52.222801700000005,21.019921399999998,,4.0,cegła,1930.0,18.0
3750,4000.0,67.0,3,apartamentowiec,parter,,miejskie,,,,,1.0,,,
2150,2150.0,30.0,1,blok,3,plastikowe,miejskie,,,,,5.0,,2010.0,
2450,2450.0,34.0,1,apartamentowiec,7,,,,,,,7.0,,,
2199,2500.0,35.0,2,kamienica,2,plastikowe,miejskie,do zamieszkania,52.25040285266525,20.99636228465579,,4.0,cegła,1950.0,22.0
2645,3600.0,76.0,3,apartamentowiec,8,,,do zamieszkania,52.173707781767995,21.047171248779293,955.0,8.0,,,40.0
1690,,26.78,1,apartamentowiec,5,,miejskie,do zamieszkania,52.25917379999999,20.961341100000002,,6.0,,2017.0,32.0
2200,2700.0,49.0,2,apartamentowiec,4,,,do zamieszkania,52.212621484021476,20.921347946557614,500.0,5.0,,2018.0,34.0
2700,2700.0,60.0,3,blok,1,plastikowe,miejskie,do zamieszkania,52.1576755,21.0381759,,4.0,,1980.0,35.0
8000,,144.0,4,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.2396968,21.0017234,1.0,6.0,cegła,2002.0,19.0
2200,4000.0,39.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.19743674233828,20.98020284667969,100.0,4.0,inne,1972.0,31.0
2100,,28.0,1,blok,1,plastikowe,miejskie,do zamieszkania,52.2408388,21.02442072,,5.0,,1961.0,24.0
2500,3000.0,30.0,1,kamienica,3,plastikowe,miejskie,do zamieszkania,,,1.0,5.0,cegła,1956.0,
2700,,52.0,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.24814589,20.96486664,500.0,5.0,,2014.0,36.0
2300,2300.0,43.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.237072399999995,20.9346659,,,,,29.0
7000,,81.0,3,apartamentowiec,7,,miejskie,,52.240109999999994,21.02468,,7.0,,2010.0,24.0
1800,,68.0,3,,1,,,do zamieszkania,52.360712299999996,21.0373203,,3.0,,2009.0,67.0
2500,,77.0,4,blok,1,plastikowe,miejskie,do zamieszkania,52.3426098,20.94751342,,5.0,,2016.0,52.0
2200,2650.0,45.91,2,blok,4,,,do zamieszkania,52.1784293,20.993180399999996,450.0,6.0,,,31.0
1500,1800.0,40.0,1,blok,9,plastikowe,miejskie,do zamieszkania,,,400.0,10.0,pustak,,
1750,1750.0,28.5,1,blok,5,drewniane,miejskie,do zamieszkania,52.233366499999995,21.0798117,,6.0,inne,1970.0,33.0
2800,3200.0,42.0,2,apartamentowiec,3,,miejskie,do zamieszkania,52.1608237,21.0780113,400.0,4.0,,2014.0,44.0
4500,,105.0,3,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.188984000000005,21.0064458,1.0,9.0,cegła,2007.0,31.0
6200,,60.0,2,apartamentowiec,> 10,,miejskie,do zamieszkania,52.2324994,21.009411399999998,,,,2018.0,10.316666666666666
11000,,147.0,4,apartamentowiec,7,,miejskie,do zamieszkania,52.23230915,21.03224402,,10.0,cegła,2007.0,18.0
8000,,62.0,2,,1,,miejskie,do zamieszkania,52.23196566,21.03780985,,4.0,,2016.0,18.0
9900,,132.0,4,apartamentowiec,5,,miejskie,do zamieszkania,52.23186215,21.0324383,,7.0,cegła,2007.0,18.0
3200,3200.0,40.0,1,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.2317586,20.9735513,,,,2018.0,24.0
12000,,127.0,4,apartamentowiec,1,,,do zamieszkania,52.203398,21.025032,,2.0,,2015.0,28.0
5550,,104.0,4,kamienica,1,,,do remontu,52.2215954,21.0123018,,5.0,cegła,1910.0,20.0
2550,2550.0,48.0,2,blok,2,drewniane,miejskie,do zamieszkania,52.1607061,21.0791109,485.0,4.0,silikat,2014.0,44.0
2400,,75.0,3,blok,2,drewniane,,do zamieszkania,52.34159565,20.97644389,,2.0,,1990.0,56.0
1900,,28.0,1,blok,4,,miejskie,,52.19158,20.990779999999997,,4.0,,1964.0,35.0
2100,,37.0,2,blok,8,,miejskie,,52.27127,20.960539999999998,,10.0,,1970.0,36.0
2400,,20.0,1,blok,7,,miejskie,,52.240429999999996,20.98997,,7.0,,1955.0,21.0
2700,3200.0,55.0,3,apartamentowiec,4,,miejskie,do zamieszkania,52.1830609967925,21.043671682739262,500.0,6.0,,2018.0,33.0
1900,,25.0,1,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.22574290847899,20.953742060852047,,,,2019.0,21.0
2500,2500.0,55.0,3,apartamentowiec,7,plastikowe,miejskie,,52.1398618,21.057551,400.0,7.0,,2000.0,32.0
2600,2600.0,48.0,2,,2,plastikowe,miejskie,,52.245408652866004,21.096036731738,450.0,4.0,cegła,1957.0,32.0
2300,2300.0,51.0,2,blok,1,plastikowe,miejskie,,52.2145328,20.969015,,4.0,cegła,1950.0,23.0
25000,,175.0,4,,1,,,,,,,5.0,,,
2450,2450.0,30.0,2,blok,1,plastikowe,miejskie,,52.231444599999996,21.035772100000003,,10.0,,1980.0,17.0
2800,2800.0,45.0,2,apartamentowiec,4,,miejskie,,52.1783218,20.993121600000002,,6.0,,2016.0,39.0
2400,2400.0,40.0,2,apartamentowiec,5,plastikowe,miejskie,,,,,14.0,,2019.0,
4500,,65.0,3,blok,3,plastikowe,,,,,,6.0,inne,2019.0,
3900,3900.0,50.0,2,kamienica,5,plastikowe,miejskie,do zamieszkania,52.2214905,21.0099517,550.0,7.0,cegła,1956.0,19.0
2400,,60.0,3,,1,plastikowe,,,52.276748,20.92531,,10.0,,1970.0,43.0
2200,2500.0,47.0,2,blok,1,plastikowe,miejskie,do zamieszkania,,,250.0,5.0,cegła,2006.0,
2390,3900.0,40.0,1,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,52.2521191,20.9889892,,4.0,cegła,2010.0,23.0
4500,,105.0,5,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.13785,21.029120000000002,,8.0,beton,2002.0,55.0
3300,,53.0,3,blok,3,,miejskie,,52.233129999999996,20.95409,,4.0,,1970.0,26.0
48000,,236.0,4,blok,> 10,,miejskie,,52.23114,21.0024,,52.0,,2017.0,4.166666666666667
2700,,46.0,2,,> 10,,,,,,,17.0,,2010.0,
2800,,46.0,2,,1,,,,52.16770615,21.06973219,,3.0,,2006.0,38.0
2450,2450.0,45.1,2,blok,6,plastikowe,miejskie,,52.22818970000001,21.07662518,,6.0,cegła,2011.0,27.0
3200,,53.96,2,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.225886100000004,20.981348800000003,,6.0,,2015.0,22.0
2400,,38.0,2,blok,parter,plastikowe,miejskie,,52.189769299999995,21.01589845,,10.0,,1968.0,24.0
3400,,52.0,3,blok,1,plastikowe,miejskie,do zamieszkania,52.2202804,21.093286399999997,,4.0,,2019.0,33.0
4500,4500.0,85.0,3,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.1623348,21.077747,1.0,3.0,cegła,2008.0,44.0
2899,,55.0,2,apartamentowiec,3,plastikowe,,do zamieszkania,52.253604700000004,20.991152800000002,,5.0,,2008.0,24.0
3599,,60.0,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.21524576,20.9692204,600.0,6.0,,2018.0,22.0
2600,3000.0,50.0,2,,1,,,do zamieszkania,,,400.0,4.0,,,
2399,,50.0,2,apartamentowiec,2,,miejskie,,52.16825,21.03862,,6.0,inne,2018.0,41.0
2100,,32.0,1,kamienica,3,plastikowe,miejskie,do zamieszkania,52.19832,21.01715,,4.0,,,24.0
5200,,80.0,3,apartamentowiec,5,,miejskie,,52.20648,20.99569,,7.0,inne,2008.0,28.0
2200,,53.0,2,blok,parter,,inne,do zamieszkania,,,,3.0,inne,2019.0,
